pl_name,hostname,No.of stars,No.of Planets,No.of Moons,Discovery year,Discovery facility,Discovery Instrument,Orbital Period,Stellar effective Temparature,Stellar radius,Stellar mass,Stellar surface gravity,distance,Gaia Magnitude,releasedate
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,0,2019,KMTNet,18k Mosaic CCD camera,,,,0.49,,7200.0,,2020-04-02
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,1,0,2018,KMTNet,18k Mosaic CCD camera,,,,,,,,2019-12-05
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,0.5,,6440.0,,2020-11-05
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,0.62,,5090.0,,2020-11-05
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.06,,6421.0,,2021-11-18
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,0,2018,KMTNet,18k Mosaic CCD camera,,,,,,,,2019-12-05
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.34,,5400.0,,2023-02-17
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.63,,5080.0,,2022-12-17
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.37,,7030.0,,2023-02-17
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,0,2019,KMTNet,18k Mosaic CCD camera,,,,0.37,,6000.0,,2019-03-14
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,0,2019,KMTNet,18k Mosaic CCD camera,,,,0.4,,6600.0,,2019-12-05
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.41,,4240.0,,2023-02-17
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.46,,7040.0,,2022-03-09
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,1.25,,3760.0,,2020-06-24
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.51,,6480.0,,2023-04-10
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.1,,7020.0,,2023-04-10
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.29,,6760.0,,2023-04-10
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,0.09,,7300.0,,2020-10-08
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.29,,6890.0,,2024-01-22
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.08,,7450.0,,2021-08-30
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,1.25,,3840.0,,2020-06-24
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.42,,6039.0,,2021-10-11
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.65,,5840.0,,2021-08-03
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.47,,4150.0,,2022-03-09
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,0,2019,KMTNet,18k Mosaic CCD camera,,,,0.08,,742.0,,2019-12-05
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.69,,5910.0,,2021-08-03
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.66,,4310.0,,2023-04-10
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.7,,4900.0,,2023-02-17
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.21,,3090.0,,2024-01-22
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.71,,6921.0,,2023-05-26
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.32,,7710.0,,2024-01-22
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.09,,7010.0,,2021-08-09
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.74,,4410.0,,2022-12-17
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,0.76,,3320.0,,2020-10-08
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.28,,7200.0,,2023-02-17
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.3,,6600.0,,2023-02-17
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.42,,2931.0,,2023-05-26
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,0.27,,7150.0,,2020-09-03
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.25,,4670.0,,2023-02-17
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.79,,4600.0,,2023-02-17
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.59,,3770.0,,2021-08-30
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.74,,6640.0,,2023-02-17
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,0,2020,KMTNet,18k Mosaic CCD camera,,,,,,,,2020-09-03
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.34,,5910.0,,2023-05-26
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.47,,6100.0,,2023-02-17
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,2,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.22,,690.0,,2022-08-01
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,2,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.34,,1120.0,,2022-08-01
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.56,,3130.0,,2022-11-29
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,5200.0,,0.78,,4600.0,,2022-08-23
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.27,,5140.0,,2022-11-29
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.56,,6600.0,,2022-12-17
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.32,,6950.0,,2022-10-31
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,1,0,2021,KMTNet,18k Mosaic CCD camera,,,,0.62,,6600.0,,2022-01-24
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.22,,3090.0,,2023-03-28
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.36,,6100.0,,2023-02-17
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.38,,6480.0,,2023-03-28
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.75,,6710.0,,2022-03-09
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1,2,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.14,,8240.0,,2023-01-04
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1,2,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.14,,8240.0,,2023-01-04
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.61,,4620.0,,2023-03-28
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.73,,3800.0,,2024-04-05
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.29,,6330.0,,2023-02-17
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.57,,6280.0,,2022-10-31
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.42,,5970.0,,2023-02-17
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.37,,5720.0,,2023-02-17
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.72,,5070.0,,2023-12-14
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.08,,7680.0,,2022-10-31
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,4570.0,,0.68,,5000.0,,2022-08-23
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.13,,6920.0,,2024-01-05
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.48,,6900.0,,2022-10-18
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.37,,7090.0,,2023-09-05
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,1,0,2022,KMTNet,18k Mosaic CCD camera,,,,0.14,,6800.0,,2022-11-29
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.2,,2970.0,,2023-03-28
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.63,,7140.0,,2023-09-05
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.53,,3500.0,,2023-05-26
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,1,0,2023,KMTNet,18k Mosaic CCD camera,,,,0.18,,7710.0,,2023-09-05
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.63,,5900.0,,2024-04-19
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.47,,7070.0,,2024-06-10
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.61,,6390.0,,2024-06-10
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.57,,6800.0,,2024-06-25
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.17,,7220.0,,2024-04-19
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,1,0,2024,KMTNet,18k Mosaic CCD camera,,,,0.17,,6980.0,,2024-04-19
KOI-12 b,KOI-12,1,2,0,2015,Kepler,Kepler CCD Array,17.855182,,1.4,1.5,,399.398,11.2535,2019-11-07
KOI-1257 b,KOI-1257,2,1,0,2014,Kepler,Kepler CCD Array,86.647661,5520.0,1.13,0.99,4.32,,14.6419,2014-06-25
KOI-13 b,KOI-13,3,1,0,2011,Kepler,Kepler CCD Array,1.76358747,7986.07,,,,519.096,10.3678,2019-04-18
KOI-142 b,KOI-142,1,3,0,2013,Kepler,Kepler CCD Array,10.916386,5621.0,1.0,1.06,4.47,376.863,13.1048,2013-10-28
KOI-142 c,KOI-142,1,3,0,2013,Kepler,Kepler CCD Array,22.3395,5471.0,0.88,0.96,4.53,376.863,13.1048,2014-05-14
KOI-1599.01,KOI-1599,1,2,0,2019,Kepler,Kepler CCD Array,20.4071345,5823.0,0.97,1.02,4.47,1131.64,14.854,2014-11-21
KOI-1599.02,KOI-1599,1,2,0,2019,Kepler,Kepler CCD Array,13.6163456,5823.0,0.97,1.02,4.47,1131.64,14.854,2014-11-21
KOI-1783.01,KOI-1783,1,2,0,2020,Kepler,Kepler CCD Array,134.4786723,6215.0,0.96,1.03,4.49,865.73,13.9061,2014-11-18
KOI-1783.02,KOI-1783,1,2,0,2020,Kepler,Kepler CCD Array,284.215,5922.0,1.14,1.08,4.3,865.73,13.9061,2020-05-07
KOI-1831 d,Kepler-324,1,4,0,2021,Kepler,Kepler CCD Array,34.2069395,5355.0,0.8,0.9,4.58,501.574,14.0909,2014-11-18
KOI-1833 d,Kepler-968,1,3,0,2021,Kepler,Kepler CCD Array,7.68433241,4442.0,0.7,0.7,4.59,290.324,14.2499,2016-07-28
KOI-217 b,KOI-217,1,1,0,2010,Kepler,Kepler CCD Array,3.9050824,5381.0,0.95,0.93,4.45,914.699,15.1013,2019-04-18
KOI-2513.01,KOI-2513,1,1,0,2023,Kepler,Kepler CCD Array,19.00537199,6347.0,1.04,1.03,4.42,1369.87,14.809,2014-11-18
KOI-3503 b,KOI-3503,1,2,0,2021,Kepler,Kepler CCD Array,21.1875846,6338.0,0.85,0.92,4.54,887.064,13.7744,2014-11-18
KOI-3503 c,KOI-3503,1,2,0,2021,Kepler,Kepler CCD Array,31.8245304,6338.0,0.85,0.92,4.54,887.064,13.7744,2015-08-25
KOI-351 b,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,7.00828076,6238.0,1.05,0.97,4.38,848.254,13.7397,2014-11-18
KOI-351 c,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,8.71982853,6238.0,1.05,0.97,4.38,848.254,13.7397,2014-11-18
KOI-351 d,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,59.7370348,6238.0,1.05,0.97,4.38,848.254,13.7397,2014-11-18
KOI-351 e,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,91.94069,6330.0,1.07,1.14,4.43,848.254,13.7397,2013-10-28
KOI-351 f,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,124.9144,6080.0,1.2,1.2,4.4,848.254,13.7397,2014-05-14
KOI-351 g,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,210.6013843,6031.13,1.25,1.12,4.3,848.254,13.7397,2018-09-25
KOI-351 h,KOI-351,1,8,0,2013,Kepler,Kepler CCD Array,331.6011081,6238.0,1.05,0.97,4.38,848.254,13.7397,2014-11-18
KOI-3680 b,KOI-3680,1,1,0,2018,Kepler,Kepler CCD Array,141.241671,5830.0,0.96,1.01,4.47,921.986,14.5027,2018-12-06
KOI-4777.01,KOI-4777,1,1,0,2014,Kepler,Kepler CCD Array,0.82400012,3396.0,0.28,0.28,4.99,172.245,15.8525,2015-08-25
KOI-55 b,KOI-55,1,2,0,2011,Kepler,Kepler CCD Array,0.240104,27730.0,0.2,0.5,5.52,1231.02,14.9062,2014-05-14
KOI-55 c,KOI-55,1,2,0,2011,Kepler,Kepler CCD Array,0.342887,27730.0,0.2,0.5,5.52,1231.02,14.9062,2014-05-14
KOI-7368 b,KOI-7368,1,1,0,2022,Kepler,Kepler CCD Array,6.842939,5225.0,0.83,0.88,4.55,264.995,12.8094,2015-08-25
KOI-7913 b,KOI-7913 A,2,1,0,2022,Kepler,Kepler CCD Array,24.278553,4324.0,0.79,0.76,4.52,271.277,14.2239,2022-10-10
KOI-94 b,KOI-94,2,4,0,2013,Kepler,Kepler CCD Array,3.74316827,6184.0,1.43,1.18,4.2,477.052,12.1882,2016-07-28
KOI-94 c,KOI-94,2,4,0,2013,Kepler,Kepler CCD Array,10.42367744,6181.0,1.33,1.11,4.23,477.052,12.1882,2017-05-08
KOI-94 d,KOI-94,2,4,0,2013,Kepler,Kepler CCD Array,22.343,,,1.1,,477.052,12.1882,2018-06-21
KOI-94 e,KOI-94,2,4,0,2013,Kepler,Kepler CCD Array,54.31998605,6210.0,1.32,1.18,4.26,477.052,12.1882,2016-05-10
KOI-984 b,KOI-984,1,2,0,2022,Kepler,Kepler CCD Array,4.2881785,5295.0,0.82,0.93,4.54,252.667,,2022-07-12
KOI-984 c,KOI-984,1,2,0,2022,Kepler,Kepler CCD Array,8.5999,5295.0,0.82,0.93,4.54,252.667,,2022-07-12
KPS-1 b,KPS-1,1,1,0,2018,Acton Sky Portal Observatory,SBIG ST-8300M camera,1.706291,5165.0,0.91,0.89,4.47,262.706,12.7933,2018-04-26
Kapteyn c,Kapteyn,1,1,0,2014,Multiple Observatories,Multiple Instruments,121.54,3550.0,0.29,0.28,,3.93305,8.06198,2014-06-04
Kepler-10 b,Kepler-10,1,3,0,2011,Kepler,Kepler CCD Array,0.8374908,5627.0,1.0,0.91,4.39,185.506,10.9191,2013-10-28
Kepler-10 c,Kepler-10,1,3,0,2011,Kepler,Kepler CCD Array,45.29427,5643.0,1.06,0.91,,185.506,10.9191,2015-08-27
Kepler-10 d,Kepler-10,1,3,0,2023,Roque de los Muchachos Observatory,HARPS-N Spectrograph,151.04,5708.0,1.06,0.91,,185.506,10.9191,2023-04-17
Kepler-100 b,Kepler-100,1,4,0,2014,Kepler,Kepler CCD Array,6.88705,5825.0,1.49,1.08,4.12,304.645,11.1293,2014-05-14
Kepler-100 c,Kepler-100,1,4,0,2014,Kepler,Kepler CCD Array,12.815909,5859.0,1.56,1.06,4.08,304.645,11.1293,2015-05-21
Kepler-100 d,Kepler-100,1,4,0,2014,Kepler,Kepler CCD Array,35.3330866,,,1.1,,304.645,11.1293,2024-02-21
Kepler-100 e,Kepler-100,1,4,0,2023,W. M. Keck Observatory,HIRES Spectrometer,60.888588,,,1.1,,304.645,11.1293,2024-02-16
Kepler-1000 b,Kepler-1000,1,1,0,2016,Kepler,Kepler CCD Array,120.0181272,6749.0,1.48,1.34,4.22,1115.62,13.1923,2015-08-25
Kepler-1001 b,Kepler-1001,1,2,0,2016,Kepler,Kepler CCD Array,14.30512269,5376.0,0.84,0.93,4.56,928.978,15.3302,2019-04-18
Kepler-1001 c,Kepler-1001,1,2,0,2020,Kepler,Kepler CCD Array,9.18189122,5376.0,0.84,0.93,4.56,928.978,15.3302,2018-09-25
Kepler-1002 b,Kepler-1002,1,1,0,2016,Kepler,Kepler CCD Array,4.33642933,6099.0,1.56,1.21,4.13,408.303,11.6475,2015-08-25
Kepler-1003 b,Kepler-1003,1,1,0,2016,Kepler,Kepler CCD Array,3.55485691,6109.0,1.17,1.11,4.35,941.902,14.0225,2016-05-10
Kepler-1004 b,Kepler-1004,1,1,0,2016,Kepler,Kepler CCD Array,5.28790754,4917.72,3.55,,,1152.68,13.3998,2018-09-25
Kepler-1005 b,Kepler-1005,1,1,0,2016,Kepler,Kepler CCD Array,6.49801525,5718.0,1.1,0.92,4.32,567.806,13.1838,2015-08-25
Kepler-1006 b,Kepler-1006,1,1,0,2016,Kepler,Kepler CCD Array,19.76172042,6327.0,1.18,1.06,4.33,,,2014-11-21
Kepler-1007 b,Kepler-1007,1,1,0,2016,Kepler,Kepler CCD Array,5.18500207,4325.0,0.56,0.55,4.68,,14.7347,2014-11-18
Kepler-1008 b,Kepler-1008,2,1,0,2016,Kepler,Kepler CCD Array,,5045.0,0.74,,,282.565,13.379,2018-09-06
Kepler-1009 b,Kepler-1009,1,1,0,2016,Kepler,Kepler CCD Array,11.35011917,4027.0,0.57,0.59,4.7,355.019,15.3014,2016-05-10
Kepler-101 b,Kepler-101,1,2,0,2014,Kepler,Kepler CCD Array,3.48768943,5450.0,1.23,0.98,4.24,927.981,13.5672,2016-05-10
Kepler-101 c,Kepler-101,1,2,0,2014,Kepler,Kepler CCD Array,6.02979518,5761.0,1.21,1.12,4.33,927.981,13.5672,2015-08-25
Kepler-1010 b,Kepler-1010,1,1,0,2016,Kepler,Kepler CCD Array,,5075.0,0.8,,,579.273,14.6875,2018-09-06
Kepler-1011 b,Kepler-1011,1,1,0,2016,Kepler,Kepler CCD Array,5.75322197,5445.0,0.93,1.02,4.51,736.779,15.2028,2014-11-21
Kepler-1012 b,Kepler-1012,1,1,0,2016,Kepler,Kepler CCD Array,5.5086102,5471.21,0.89,0.96,4.52,411.077,13.3154,2016-07-28
Kepler-1013 b,Kepler-1013,1,1,0,2016,Kepler,Kepler CCD Array,18.93058222,4775.0,0.79,0.77,4.53,422.246,14.4077,2016-07-28
Kepler-1014 b,Kepler-1014,1,1,0,2016,Kepler,Kepler CCD Array,,5485.0,0.78,,,624.8,14.6265,2018-09-06
Kepler-1015 b,Kepler-1015,1,1,0,2016,Kepler,Kepler CCD Array,16.00496778,6390.1,1.55,1.28,4.16,739.357,12.7586,2019-04-18
Kepler-1016 b,Kepler-1016,1,2,0,2016,Kepler,Kepler CCD Array,,5780.0,1.17,,,1402.82,15.3193,2018-09-06
Kepler-1016 c,Kepler-1016,1,2,0,2016,Kepler,Kepler CCD Array,105.6552651,5741.0,1.14,1.01,4.33,1402.82,15.3193,2017-05-08
Kepler-1017 b,Kepler-1017,1,1,0,2016,Kepler,Kepler CCD Array,7.23404806,5599.0,0.88,0.99,4.54,552.058,14.1153,2019-04-18
Kepler-1018 b,Kepler-1018,1,1,0,2016,Kepler,Kepler CCD Array,49.10109488,5488.0,1.01,0.96,4.41,1010.01,15.0142,2019-04-18
Kepler-1019 b,Kepler-1019,1,1,0,2016,Kepler,Kepler CCD Array,,4562.0,0.64,,,194.182,13.5934,2018-09-06
Kepler-102 b,Kepler-102,1,5,0,2014,Kepler,Kepler CCD Array,5.28695437,4884.0,0.74,0.8,4.6,107.796,11.4784,2016-05-10
Kepler-102 c,Kepler-102,1,5,0,2014,Kepler,Kepler CCD Array,7.07136119,4816.0,0.73,0.78,4.6,107.796,11.4784,2018-09-25
Kepler-102 d,Kepler-102,1,5,0,2014,Kepler,Kepler CCD Array,10.311732,4908.0,0.74,0.8,4.61,107.796,11.4784,2013-10-28
Kepler-102 e,Kepler-102,1,5,0,2013,Kepler,Kepler CCD Array,16.1457,4903.0,0.74,0.8,4.61,107.796,11.4784,2014-05-14
Kepler-102 f,Kepler-102,1,5,0,2014,Kepler,Kepler CCD Array,27.4536,4903.0,0.74,0.8,4.61,107.796,11.4784,2016-10-13
Kepler-1020 b,Kepler-1020,1,1,0,2016,Kepler,Kepler CCD Array,96.9151496,5229.0,0.7,0.78,4.64,415.358,13.9833,2014-11-21
Kepler-1021 b,Kepler-1021,1,1,0,2016,Kepler,Kepler CCD Array,13.47469571,5413.0,0.75,0.8,4.59,810.082,15.1734,2014-11-18
Kepler-1022 b,Kepler-1022,1,1,0,2016,Kepler,Kepler CCD Array,10.99471714,4283.0,0.68,0.67,4.6,420.042,15.3772,2016-07-28
Kepler-1023 b,Kepler-1023,1,1,0,2016,Kepler,Kepler CCD Array,62.1402,5434.0,0.81,0.86,4.55,694.175,14.502,2013-10-28
Kepler-1024 b,Kepler-1024,1,1,0,2016,Kepler,Kepler CCD Array,,5388.0,0.81,,,1087.4,16.0064,2018-09-06
Kepler-1025 b,Kepler-1025,1,1,0,2016,Kepler,Kepler CCD Array,37.32299618,6134.11,1.23,1.16,4.32,803.776,13.5557,2016-07-28
Kepler-1026 b,Kepler-1026,1,1,0,2016,Kepler,Kepler CCD Array,36.5156053,4948.0,0.75,0.79,4.59,351.239,14.2019,2016-05-10
Kepler-1027 b,Kepler-1027,2,1,0,2016,Kepler,Kepler CCD Array,1.90780645,5348.19,1.18,0.92,4.26,405.104,12.8401,2016-07-28
Kepler-1028 b,Kepler-1028,1,1,0,2016,Kepler,Kepler CCD Array,2.5146285,5494.0,0.83,0.96,4.58,607.916,14.3098,2018-09-25
Kepler-1029 b,Kepler-1029,1,1,0,2016,Kepler,Kepler CCD Array,4.41769648,4911.0,0.72,0.7,4.56,366.656,14.3009,2014-11-18
Kepler-103 b,Kepler-103,1,2,0,2014,Kepler,Kepler CCD Array,15.96533687,5934.0,1.46,1.12,4.16,494.832,12.2466,2016-05-10
Kepler-103 c,Kepler-103,1,2,0,2014,Kepler,Kepler CCD Array,179.6076602,5934.0,1.46,1.12,4.16,494.832,12.2466,2016-05-10
Kepler-1030 b,Kepler-1030,1,1,0,2016,Kepler,Kepler CCD Array,19.32952416,5023.0,0.78,0.87,4.59,758.702,15.7163,2014-11-21
Kepler-1031 b,Kepler-1031,1,1,0,2016,Kepler,Kepler CCD Array,1.22621732,6095.0,0.99,1.06,4.47,682.882,,2015-08-25
Kepler-1032 b,Kepler-1032,1,1,0,2016,Kepler,Kepler CCD Array,3.29011795,4484.0,0.59,0.58,4.65,673.01,15.7993,2015-08-25
Kepler-1033 b,Kepler-1033,1,1,0,2016,Kepler,Kepler CCD Array,7.560344,5853.0,0.89,0.99,4.54,1455.5,15.9289,2013-10-28
Kepler-1034 b,Kepler-1034,1,1,0,2016,Kepler,Kepler CCD Array,12.12401737,5094.0,0.87,0.81,4.47,654.549,15.074,2017-05-08
Kepler-1035 b,Kepler-1035,1,1,0,2016,Kepler,Kepler CCD Array,2.71407763,5753.5,1.28,1.03,4.24,562.116,13.0054,2019-04-18
Kepler-1036 b,Kepler-1036,1,1,0,2016,Kepler,Kepler CCD Array,122.8808058,5650.0,0.87,0.97,4.55,489.435,13.7635,2015-08-25
Kepler-1037 b,Kepler-1037,1,1,0,2016,Kepler,Kepler CCD Array,1.06378861,4968.98,0.81,0.82,4.54,446.914,14.2311,2018-09-25
Kepler-1038 b,Kepler-1038,1,2,0,2016,Kepler,Kepler CCD Array,148.4603382,5463.0,0.76,0.83,4.59,584.136,14.8561,2014-11-21
Kepler-1038 c,Kepler-1038,1,2,0,2021,Kepler,Kepler CCD Array,7.12768673,5463.0,0.76,0.83,4.59,584.136,14.8561,2014-11-18
